policy_id,vehicle_id,period_month,state_code,region,sales_channel,business_type,vehicle_make,vehicle_model,coverage_type,loss_category,catastrophe_flag,exposure_units,earned_premium,on_level_premium,claim_count,incurred_loss
POL1026893,VEH2026893,2024-11,AZ,West,Direct,Renewal,Apex,Apex LX,Comprehensive,Other,No,0.728,73.53,78.64,0,0.0
POL1027044,VEH2027044,2024-11,AZ,West,Direct,Renewal,Orion,Orion GT,Comprehensive,Other,No,0.88,123.65,132.36,0,0.0
POL1027810,VEH2027810,2024-11,AZ,West,Partner,New Business,Titan,Titan Max,Comprehensive,Other,No,0.947,155.12,161.44,0,0.0
POL1028366,VEH2028366,2024-11,AZ,West,Direct,Renewal,Metro,Metro Wagon,Comprehensive,Other,No,0.711,65.43,68.85,0,0.0
POL1028496,VEH2028496,2024-11,AZ,West,Partner,Renewal,Metro,Metro Wagon,Comprehensive,Other,No,0.865,114.79,121.93,0,0.0
POL1029740,VEH2029740,2024-11,AZ,West,Independent Agent,Renewal,Metro,Metro One,Comprehensive,Other,No,0.857,114.69,124.47,0,0.0
POL1029983,VEH2029983,2024-11,AZ,West,Independent Agent,Renewal,Metro,Metro One,Comprehensive,Other,No,0.808,97.85,105.13,0,0.0
POL1030376,VEH2030376,2024-11,AZ,West,Independent Agent,New Business,Apex,Apex City,Comprehensive,Other,No,0.815,119.69,126.79,0,0.0
POL1030522,VEH2030522,2024-11,AZ,West,Partner,New Business,Cascade,Cascade Snow,Comprehensive,Other,No,0.855,75.32,79.67,0,0.0
POL1030778,VEH2030778,2024-11,AZ,West,Independent Agent,Renewal,Nova,Nova Spark,Comprehensive,Other,No,0.971,147.91,158.24,0,0.0
POL1031091,VEH2031091,2024-11,AZ,West,Independent Agent,New Business,Metro,Metro One,Comprehensive,Other,No,0.793,75.91,79.7,0,0.0
POL1031334,VEH2031334,2024-11,AZ,West,Direct,Renewal,Metro,Metro One,Comprehensive,Other,No,0.972,82.16,88.85,0,0.0
POL1031338,VEH2031338,2024-11,AZ,West,Partner,Renewal,Nova,Nova X,Comprehensive,Other,No,0.749,75.02,79.58,0,0.0
POL1031377,VEH2031377,2024-11,AZ,West,Independent Agent,Renewal,Nova,Nova Glide,Comprehensive,Other,No,0.879,85.3,91.32,0,0.0
POL1031624,VEH2031624,2024-11,AZ,West,Independent Agent,Renewal,Metro,Metro One,Comprehensive,Other,No,0.814,92.06,96.14,0,0.0
POL1031760,VEH2031760,2024-11,AZ,West,Independent Agent,Renewal,Metro,Metro Wagon,Comprehensive,Other,No,0.834,84.36,88.63,0,0.0
POL1032544,VEH2032544,2024-11,AZ,West,Independent Agent,New Business,Summit,Summit Peak,Comprehensive,Other,No,0.868,91.15,95.62,0,0.0
POL1032780,VEH2032780,2024-11,AZ,West,Independent Agent,Renewal,Cascade,Cascade Snow,Comprehensive,Other,No,0.931,94.4,99.96,0,0.0
POL1032785,VEH2032785,2024-11,AZ,West,Independent Agent,Renewal,Apex,Apex LX,Comprehensive,Other,No,0.851,113.32,117.71,0,0.0
POL1032930,VEH2032930,2024-11,AZ,West,Partner,Renewal,Summit,Summit Max,Comprehensive,Other,No,0.822,155.88,165.48,0,0.0
POL1033218,VEH2033218,2024-11,AZ,West,Independent Agent,Renewal,Nova,Nova Glide,Comprehensive,Other,No,0.811,51.25,53.94,0,0.0
POL1033275,VEH2033275,2024-11,AZ,West,Direct,Renewal,Titan,Titan Sport,Comprehensive,Other,No,0.907,124.02,130.25,0,0.0
POL1033632,VEH2033632,2024-11,AZ,West,Independent Agent,New Business,Titan,Titan Work,Comprehensive,Other,No,0.771,137.23,147.89,0,0.0
POL1033704,VEH2033704,2024-11,AZ,West,Independent Agent,Renewal,Titan,Titan Work,Comprehensive,Other,No,0.901,90.99,95.16,0,0.0
POL1034440,VEH2034440,2024-11,AZ,West,Direct,Renewal,Cascade,Cascade Rain,Comprehensive,Other,No,0.754,62.41,66.54,0,0.0
POL1034786,VEH2034786,2024-11,AZ,West,Direct,New Business,Orion,Orion GT,Comprehensive,Other,No,0.726,66.14,70.9,0,0.0
POL1035345,VEH2035345,2024-11,AZ,West,Direct,Renewal,Nova,Nova X,Comprehensive,Other,No,0.893,83.81,87.05,0,0.0
POL1035412,VEH2035412,2024-11,AZ,West,Independent Agent,Renewal,Apex,Apex LX,Comprehensive,Other,No,0.848,98.72,102.97,0,0.0
POL1035529,VEH2035529,2024-11,AZ,West,Direct,Renewal,Titan,Titan Sport,Comprehensive,Other,No,0.91,131.9,139.68,0,0.0
POL1036918,VEH2036918,2024-11,AZ,West,Direct,Renewal,Summit,Summit Peak,Comprehensive,Other,No,0.88,111.2,116.63,0,0.0
POL1037212,VEH2037212,2024-11,AZ,West,Independent Agent,New Business,Orion,Orion Base,Comprehensive,Other,No,0.773,86.72,91.56,0,0.0
POL1039171,VEH2039171,2024-11,AZ,West,Direct,Renewal,Falcon,Falcon EV,Comprehensive,Other,No,0.849,103.6,107.1,0,0.0
POL1039217,VEH2039217,2024-11,AZ,West,Direct,Renewal,Apex,Apex City,Comprehensive,Other,No,0.738,95.35,100.35,0,0.0
POL1040570,VEH2040570,2024-11,AZ,West,Independent Agent,Renewal,Falcon,Falcon S,Comprehensive,Other,No,0.851,98.04,103.81,0,0.0
POL1040781,VEH2040781,2024-11,AZ,West,Independent Agent,Renewal,Metro,Metro One,Comprehensive,Other,No,0.935,110.73,118.39,0,0.0
POL1041114,VEH2041114,2024-11,AZ,West,Direct,New Business,Cascade,Cascade Rain,Comprehensive,Other,No,0.822,66.61,71.95,0,0.0
POL1041826,VEH2041826,2024-11,AZ,West,Independent Agent,Renewal,Nova,Nova Spark,Comprehensive,Other,No,0.96,148.44,157.07,0,0.0
POL1042812,VEH2042812,2024-11,AZ,West,Direct,Renewal,Nova,Nova X,Comprehensive,Other,No,0.951,125.9,130.69,0,0.0
POL1043455,VEH2043455,2024-11,AZ,West,Independent Agent,Renewal,Cascade,Cascade Snow,Comprehensive,Other,No,0.829,108.32,119.22,0,0.0
POL1043653,VEH2043653,2024-11,AZ,West,Partner,New Business,Metro,Metro Plus,Comprehensive,Other,No,0.836,112.89,121.54,0,0.0
POL1044577,VEH2044577,2024-11,AZ,West,Partner,New Business,Metro,Metro Wagon,Comprehensive,Other,No,0.833,111.59,116.33,0,0.0
POL1044927,VEH2044927,2024-11,AZ,West,Direct,Renewal,Titan,Titan Crew,Comprehensive,Other,No,0.979,123.47,129.16,0,0.0
POL1045032,VEH2045032,2024-11,AZ,West,Direct,New Business,Orion,Orion GT,Comprehensive,Other,No,0.949,108.14,116.28,0,0.0
POL1045638,VEH2045638,2024-11,AZ,West,Independent Agent,Renewal,Nova,Nova Glide,Comprehensive,Other,No,0.991,134.42,141.67,0,0.0
POL1045760,VEH2045760,2024-11,AZ,West,Independent Agent,Renewal,Cascade,Cascade Snow,Comprehensive,Other,No,0.901,105.41,109.5,0,0.0
POL1046122,VEH2046122,2024-11,AZ,West,Direct,New Business,Orion,Orion Touring,Comprehensive,Other,No,0.86,99.56,105.41,0,0.0
POL1046909,VEH2046909,2024-11,AZ,West,Independent Agent,Renewal,Titan,Titan Work,Comprehensive,Other,No,0.946,130.11,139.18,0,0.0
POL1047120,VEH2047120,2024-11,AZ,West,Independent Agent,Renewal,Apex,Apex LX,Comprehensive,Other,No,0.961,130.15,141.07,0,0.0
POL1047170,VEH2047170,2024-11,AZ,West,Independent Agent,Renewal,Falcon,Falcon Trail,Comprehensive,Other,No,0.755,108.03,116.7,0,0.0
POL1047182,VEH2047182,2024-11,AZ,West,Independent Agent,Renewal,Metro,Metro Plus,Comprehensive,Other,No,0.837,99.97,106.36,0,0.0
POL1047265,VEH2047265,2024-11,AZ,West,Direct,Renewal,Nova,Nova Glide,Comprehensive,Other,No,0.969,101.8,110.76,0,0.0
POL1047521,VEH2047521,2024-11,AZ,West,Direct,Renewal,Metro,Metro Plus,Comprehensive,Other,No,0.747,95.48,99.61,0,0.0
POL1047753,VEH2047753,2024-11,AZ,West,Direct,Renewal,Summit,Summit Ridge,Comprehensive,Other,No,0.877,75.54,80.52,0,0.0
POL1047898,VEH2047898,2024-11,AZ,West,Independent Agent,Renewal,Metro,Metro Wagon,Comprehensive,Other,No,0.729,64.63,69.23,0,0.0
POL1048641,VEH2048641,2024-11,AZ,West,Direct,Renewal,Apex,Apex LX,Comprehensive,Other,No,0.952,93.83,99.62,0,0.0
POL1048837,VEH2048837,2024-11,AZ,West,Direct,New Business,Orion,Orion Touring,Comprehensive,Other,No,0.791,93.46,99.74,0,0.0
POL1049017,VEH2049017,2024-11,AZ,West,Direct,Renewal,Falcon,Falcon Prime,Comprehensive,Other,No,0.936,117.31,121.96,0,0.0
POL1049595,VEH2049595,2024-11,AZ,West,Direct,Renewal,Falcon,Falcon Trail,Comprehensive,Other,No,0.796,118.73,128.55,0,0.0
POL1051131,VEH2051131,2024-11,AZ,West,Direct,Renewal,Metro,Metro One,Comprehensive,Other,No,0.703,60.87,63.86,0,0.0
POL1051333,VEH2051333,2024-11,AZ,West,Independent Agent,Renewal,Falcon,Falcon Prime,Comprehensive,Other,No,0.726,93.91,100.48,0,0.0
POL1051591,VEH2051591,2024-11,AZ,West,Direct,Renewal,Apex,Apex LX,Comprehensive,Other,No,0.826,105.83,113.23,0,0.0
POL1051968,VEH2051968,2024-11,AZ,West,Partner,Renewal,Summit,Summit Max,Comprehensive,Other,No,0.923,123.81,133.86,0,0.0
POL1052015,VEH2052015,2024-11,AZ,West,Independent Agent,Renewal,Nova,Nova Spark,Comprehensive,Other,No,0.984,94.72,100.65,0,0.0
POL1053119,VEH2053119,2024-11,AZ,West,Partner,Renewal,Nova,Nova X,Comprehensive,Other,No,0.707,82.28,88.72,0,0.0
POL1053682,VEH2053682,2024-11,AZ,West,Independent Agent,Renewal,Apex,Apex City,Comprehensive,Other,No,0.728,90.48,97.25,0,0.0
POL1053765,VEH2053765,2024-11,AZ,West,Direct,New Business,Titan,Titan Crew,Comprehensive,Other,No,0.758,79.88,86.02,0,0.0
POL1054014,VEH2054014,2024-11,AZ,West,Independent Agent,New Business,Falcon,Falcon Prime,Comprehensive,Other,No,0.998,160.9,173.11,0,0.0
POL1054120,VEH2054120,2024-11,AZ,West,Independent Agent,Renewal,Metro,Metro Wagon,Comprehensive,Other,No,0.879,87.96,92.76,0,0.0
POL1055133,VEH2055133,2024-11,AZ,West,Direct,New Business,Cascade,Cascade Rain,Comprehensive,Other,No,0.78,83.44,86.78,0,0.0
POL1055571,VEH2055571,2024-11,AZ,West,Partner,Renewal,Apex,Apex City,Comprehensive,Other,No,0.968,105.65,114.96,0,0.0
POL1055809,VEH2055809,2024-11,AZ,West,Independent Agent,Renewal,Summit,Summit Ridge,Comprehensive,Other,No,0.995,133.59,140.14,0,0.0
POL1055898,VEH2055898,2024-11,AZ,West,Partner,New Business,Metro,Metro Wagon,Comprehensive,Glass,No,0.808,87.28,92.42,1,149.83
POL1056098,VEH2056098,2024-11,AZ,West,Partner,Renewal,Apex,Apex City,Comprehensive,Other,No,0.817,84.76,90.07,0,0.0
POL1056318,VEH2056318,2024-11,AZ,West,Independent Agent,Renewal,Falcon,Falcon S,Comprehensive,Other,No,0.714,111.54,116.39,0,0.0
POL1057756,VEH2057756,2024-11,AZ,West,Independent Agent,New Business,Cascade,Cascade Rain,Comprehensive,Other,No,0.8,74.88,78.82,0,0.0
POL1057864,VEH2057864,2024-11,AZ,West,Direct,New Business,Orion,Orion GT,Comprehensive,Other,No,0.922,129.02,137.53,0,0.0
POL1059546,VEH2059546,2024-11,AZ,West,Independent Agent,Renewal,Apex,Apex LX,Comprehensive,Other,No,0.811,91.91,99.15,0,0.0
POL1059765,VEH2059765,2024-11,AZ,West,Independent Agent,New Business,Nova,Nova X,Comprehensive,Other,No,0.841,77.3,81.44,0,0.0
POL1000192,VEH2000192,2024-11,CA,West,Direct,Renewal,Cascade,Cascade Trail,Comprehensive,Other,No,0.763,73.5,78.0,0,0.0
POL1000454,VEH2000454,2024-11,CA,West,Partner,Renewal,Cascade,Cascade Trail,Comprehensive,Other,No,0.82,161.29,168.36,0,0.0
POL1000589,VEH2000589,2024-11,CA,West,Independent Agent,New Business,Orion,Orion GT,Comprehensive,Other,No,0.907,175.25,186.3,0,0.0
POL1000762,VEH2000762,2024-11,CA,West,Direct,Renewal,Falcon,Falcon Prime,Comprehensive,Other,No,0.976,91.81,96.93,0,0.0
POL1001150,VEH2001150,2024-11,CA,West,Direct,Renewal,Cascade,Cascade Rain,Comprehensive,Other,No,0.87,112.13,121.13,0,0.0
POL1001731,VEH2001731,2024-11,CA,West,Independent Agent,Renewal,Apex,Apex Cross,Comprehensive,Other,No,0.912,121.5,128.06,0,0.0
POL1001742,VEH2001742,2024-11,CA,West,Direct,New Business,Nova,Nova Spark,Comprehensive,Other,No,0.852,135.72,143.0,0,0.0
POL1001825,VEH2001825,2024-11,CA,West,Independent Agent,Renewal,Falcon,Falcon EV,Comprehensive,Other,No,0.877,148.16,155.0,0,0.0
POL1002516,VEH2002516,2024-11,CA,West,Independent Agent,Renewal,Summit,Summit Max,Comprehensive,Other,No,0.747,82.48,85.13,0,0.0
POL1002556,VEH2002556,2024-11,CA,West,Independent Agent,Renewal,Nova,Nova Spark,Comprehensive,Other,No,0.817,135.43,144.51,0,0.0
POL1002907,VEH2002907,2024-11,CA,West,Independent Agent,New Business,Apex,Apex City,Comprehensive,Other,No,0.752,72.39,77.69,0,0.0
POL1003168,VEH2003168,2024-11,CA,West,Direct,Renewal,Cascade,Cascade Snow,Comprehensive,Other,No,0.776,100.44,103.82,0,0.0
POL1003283,VEH2003283,2024-11,CA,West,Independent Agent,New Business,Falcon,Falcon S,Comprehensive,Other,No,0.933,119.48,125.79,0,0.0
POL1003787,VEH2003787,2024-11,CA,West,Independent Agent,Renewal,Orion,Orion Touring,Comprehensive,Other,No,0.882,119.49,126.58,0,0.0
POL1003813,VEH2003813,2024-11,CA,West,Partner,Renewal,Nova,Nova X,Comprehensive,Other,No,0.748,116.43,123.58,0,0.0
POL1004275,VEH2004275,2024-11,CA,West,Direct,Renewal,Apex,Apex City,Comprehensive,Other,No,0.777,79.49,86.02,0,0.0
POL1004772,VEH2004772,2024-11,CA,West,Independent Agent,New Business,Titan,Titan Work,Comprehensive,Other,No,0.796,143.81,153.01,0,0.0
POL1004775,VEH2004775,2024-11,CA,West,Partner,Renewal,Falcon,Falcon S,Comprehensive,Other,No,0.813,139.38,146.7,0,0.0
POL1005083,VEH2005083,2024-11,CA,West,Independent Agent,Renewal,Nova,Nova Glide,Comprehensive,Other,No,0.735,112.8,118.32,0,0.0
POL1005714,VEH2005714,2024-11,CA,West,Direct,Renewal,Titan,Titan Work,Comprehensive,Other,No,0.802,123.57,130.84,0,0.0
POL1005873,VEH2005873,2024-11,CA,West,Partner,New Business,Titan,Titan Max,Comprehensive,Other,No,0.819,150.1,159.24,0,0.0
POL1006069,VEH2006069,2024-11,CA,West,Independent Agent,Renewal,Titan,Titan Sport,Comprehensive,Other,No,0.943,141.38,150.0,0,0.0
POL1006197,VEH2006197,2024-11,CA,West,Direct,Renewal,Orion,Orion Touring,Comprehensive,Other,No,0.756,91.12,95.47,0,0.0
POL1006783,VEH2006783,2024-11,CA,West,Independent Agent,Renewal,Cascade,Cascade Rain,Comprehensive,Other,No,0.939,111.49,115.95,0,0.0
POL1007343,VEH2007343,2024-11,CA,West,Direct,New Business,Orion,Orion GT,Comprehensive,Other,No,0.928,111.98,118.09,0,0.0
POL1007623,VEH2007623,2024-11,CA,West,Independent Agent,Renewal,Nova,Nova Glide,Comprehensive,Other,No,0.917,108.74,118.9,0,0.0
POL1007646,VEH2007646,2024-11,CA,West,Partner,Renewal,Falcon,Falcon Trail,Comprehensive,Other,No,0.943,110.64,119.95,0,0.0
POL1007881,VEH2007881,2024-11,CA,West,Independent Agent,Renewal,Titan,Titan Crew,Comprehensive,Other,No,0.913,154.74,161.45,0,0.0
POL1007897,VEH2007897,2024-11,CA,West,Direct,Renewal,Orion,Orion Touring,Comprehensive,Other,No,0.843,113.57,120.82,0,0.0
POL1007917,VEH2007917,2024-11,CA,West,Independent Agent,Renewal,Summit,Summit Peak,Comprehensive,Other,No,0.805,111.56,117.19,0,0.0
POL1008541,VEH2008541,2024-11,CA,West,Independent Agent,New Business,Metro,Metro One,Comprehensive,Other,No,0.733,88.0,94.96,0,0.0
POL1008625,VEH2008625,2024-11,CA,West,Independent Agent,New Business,Orion,Orion Base,Comprehensive,Other,No,0.873,167.34,179.85,0,0.0
POL1008642,VEH2008642,2024-11,CA,West,Partner,New Business,Orion,Orion Touring,Comprehensive,Other,No,0.992,137.71,144.53,0,0.0
POL1008698,VEH2008698,2024-11,CA,West,Independent Agent,Renewal,Metro,Metro Plus,Comprehensive,Other,No,0.994,140.25,150.39,0,0.0
POL1008711,VEH2008711,2024-11,CA,West,Direct,New Business,Orion,Orion Base,Comprehensive,Other,No,0.797,98.58,104.0,0,0.0
POL1009041,VEH2009041,2024-11,CA,West,Direct,New Business,Nova,Nova Spark,Comprehensive,Other,No,0.829,95.43,102.42,0,0.0
POL1009045,VEH2009045,2024-11,CA,West,Direct,Renewal,Apex,Apex Cross,Comprehensive,Other,No,0.886,116.54,125.18,0,0.0
POL1009050,VEH2009050,2024-11,CA,West,Independent Agent,New Business,Falcon,Falcon Trail,Comprehensive,Other,No,0.878,131.6,140.17,0,0.0
POL1009359,VEH2009359,2024-11,CA,West,Partner,New Business,Cascade,Cascade Rain,Comprehensive,Other,No,0.749,73.44,78.04,0,0.0
POL1009924,VEH2009924,2024-11,CA,West,Direct,Renewal,Titan,Titan Max,Comprehensive,Other,No,0.79,95.99,99.48,0,0.0
POL1009965,VEH2009965,2024-11,CA,West,Independent Agent,Renewal,Summit,Summit Max,Comprehensive,Other,No,0.904,88.06,93.38,0,0.0
POL1009993,VEH2009993,2024-11,CA,West,Direct,New Business,Summit,Summit Max,Comprehensive,Other,No,0.931,189.08,202.09,0,0.0
POL1010124,VEH2010124,2024-11,CA,West,Independent Agent,New Business,Cascade,Cascade Trail,Comprehensive,Other,No,0.743,103.96,109.36,0,0.0
POL1010364,VEH2010364,2024-11,CA,West,Independent Agent,New Business,Apex,Apex Cross,Comprehensive,Other,No,0.973,156.78,167.3,0,0.0
POL1010388,VEH2010388,2024-11,CA,West,Partner,Renewal,Orion,Orion GT,Comprehensive,Other,No,0.729,101.24,108.59,0,0.0
POL1010803,VEH2010803,2024-11,CA,West,Direct,Renewal,Falcon,Falcon Trail,Comprehensive,Other,No,0.793,112.47,119.19,0,0.0
POL1010905,VEH2010905,2024-11,CA,West,Direct,Renewal,Orion,Orion Base,Comprehensive,Other,No,0.763,95.71,100.52,0,0.0
POL1010935,VEH2010935,2024-11,CA,West,Direct,Renewal,Orion,Orion Base,Comprehensive,Other,No,0.777,96.04,98.75,0,0.0
POL1011098,VEH2011098,2024-11,CA,West,Independent Agent,Renewal,Metro,Metro One,Comprehensive,Other,No,0.814,103.86,111.22,0,0.0
POL1011265,VEH2011265,2024-11,CA,West,Independent Agent,New Business,Titan,Titan Crew,Comprehensive,Other,No,0.921,188.88,201.13,0,0.0
POL1011350,VEH2011350,2024-11,CA,West,Direct,Renewal,Nova,Nova X,Comprehensive,Other,No,0.764,85.34,90.52,0,0.0
POL1011472,VEH2011472,2024-11,CA,West,Independent Agent,Renewal,Orion,Orion Touring,Comprehensive,Other,No,0.803,59.38,63.76,0,0.0
POL1011492,VEH2011492,2024-11,CA,West,Direct,New Business,Apex,Apex LX,Comprehensive,Other,No,0.821,99.33,103.32,0,0.0
POL1011818,VEH2011818,2024-11,CA,West,Independent Agent,Renewal,Falcon,Falcon Trail,Comprehensive,Other,No,0.979,161.04,169.49,0,0.0
POL1011996,VEH2011996,2024-11,CA,West,Independent Agent,Renewal,Apex,Apex Cross,Comprehensive,Other,No,0.732,127.59,132.93,0,0.0
POL1012165,VEH2012165,2024-11,CA,West,Partner,Renewal,Metro,Metro Wagon,Comprehensive,Other,No,0.917,120.61,127.95,0,0.0
POL1012192,VEH2012192,2024-11,CA,West,Direct,Renewal,Metro,Metro Plus,Comprehensive,Other,No,0.745,63.33,67.56,0,0.0
POL1012505,VEH2012505,2024-11,CA,West,Independent Agent,Renewal,Summit,Summit Max,Comprehensive,Other,No,0.974,180.77,191.5,0,0.0
POL1012741,VEH2012741,2024-11,CA,West,Direct,Renewal,Falcon,Falcon EV,Comprehensive,Other,No,0.884,120.82,128.07,0,0.0
POL1012769,VEH2012769,2024-11,CA,West,Independent Agent,Renewal,Falcon,Falcon Prime,Comprehensive,Other,No,0.749,138.85,150.45,0,0.0
POL1012822,VEH2012822,2024-11,CA,West,Independent Agent,Renewal,Titan,Titan Crew,Comprehensive,Other,No,0.764,135.86,142.66,0,0.0
POL1013141,VEH2013141,2024-11,CA,West,Independent Agent,Renewal,Summit,Summit Ridge,Comprehensive,Other,No,0.788,104.62,111.82,0,0.0
POL1013160,VEH2013160,2024-11,CA,West,Direct,Renewal,Orion,Orion Touring,Comprehensive,Other,No,0.942,86.23,92.59,0,0.0
POL1013408,VEH2013408,2024-11,CA,West,Independent Agent,Renewal,Falcon,Falcon EV,Comprehensive,Other,No,0.852,115.46,119.51,0,0.0
POL1013824,VEH2013824,2024-11,CA,West,Direct,Renewal,Metro,Metro Plus,Comprehensive,Other,No,0.929,129.59,138.61,0,0.0
POL1013868,VEH2013868,2024-11,CA,West,Direct,New Business,Cascade,Cascade Rain,Comprehensive,Other,No,0.999,104.98,112.2,0,0.0
POL1013889,VEH2013889,2024-11,CA,West,Independent Agent,Renewal,Summit,Summit Max,Comprehensive,Other,No,0.85,122.23,128.52,0,0.0
POL1013944,VEH2013944,2024-11,CA,West,Direct,Renewal,Titan,Titan Work,Comprehensive,Other,No,0.721,62.7,66.8,0,0.0
POL1014239,VEH2014239,2024-11,CA,West,Direct,Renewal,Orion,Orion GT,Comprehensive,Other,No,0.733,96.39,100.58,0,0.0
POL1014310,VEH2014310,2024-11,CA,West,Partner,New Business,Nova,Nova Glide,Comprehensive,Other,No,0.702,115.23,123.84,0,0.0
POL1014346,VEH2014346,2024-11,CA,West,Direct,New Business,Metro,Metro One,Comprehensive,Other,No,0.842,111.34,115.08,0,0.0
POL1014360,VEH2014360,2024-11,CA,West,Independent Agent,Renewal,Summit,Summit Peak,Comprehensive,Other,No,0.989,91.89,97.96,0,0.0
POL1014442,VEH2014442,2024-11,CA,West,Direct,New Business,Falcon,Falcon EV,Comprehensive,Other,No,0.883,99.82,104.99,0,0.0
POL1014897,VEH2014897,2024-11,CA,West,Direct,New Business,Apex,Apex Cross,Comprehensive,Other,No,0.804,143.31,152.91,0,0.0
POL1015103,VEH2015103,2024-11,CA,West,Independent Agent,New Business,Nova,Nova Spark,Comprehensive,Other,No,0.734,146.87,154.37,0,0.0
POL1015114,VEH2015114,2024-11,CA,West,Partner,New Business,Metro,Metro One,Comprehensive,Other,No,0.827,112.97,116.65,0,0.0
POL1015136,VEH2015136,2024-11,CA,West,Independent Agent,Renewal,Summit,Summit Ridge,Comprehensive,Other,No,0.953,172.36,179.18,0,0.0
POL1015145,VEH2015145,2024-11,CA,West,Direct,Renewal,Metro,Metro One,Comprehensive,Other,No,0.883,97.63,102.59,0,0.0
POL1015350,VEH2015350,2024-11,CA,West,Partner,New Business,Apex,Apex LX,Comprehensive,Other,No,0.705,95.58,102.18,0,0.0
POL1015583,VEH2015583,2024-11,CA,West,Independent Agent,Renewal,Metro,Metro Plus,Comprehensive,Other,No,0.856,98.95,102.41,0,0.0
POL1015591,VEH2015591,2024-11,CA,West,Direct,New Business,Metro,Metro One,Comprehensive,Other,No,0.739,63.27,66.03,0,0.0
POL1015766,VEH2015766,2024-11,CA,West,Independent Agent,New Business,Metro,Metro Plus,Comprehensive,Other,No,0.773,97.88,105.1,0,0.0
POL1015818,VEH2015818,2024-11,CA,West,Direct,Renewal,Metro,Metro One,Comprehensive,Other,No,0.848,94.77,99.09,0,0.0
POL1015905,VEH2015905,2024-11,CA,West,Direct,Renewal,Falcon,Falcon S,Comprehensive,Other,No,0.929,109.01,117.77,0,0.0
POL1015992,VEH2015992,2024-11,CA,West,Partner,Renewal,Metro,Metro Wagon,Comprehensive,Other,No,0.942,120.08,129.86,0,0.0
POL1016114,VEH2016114,2024-11,CA,West,Direct,New Business,Metro,Metro Plus,Comprehensive,Other,No,0.748,93.38,98.76,0,0.0
POL1016255,VEH2016255,2024-11,CA,West,Independent Agent,Renewal,Nova,Nova Spark,Comprehensive,Glass,No,0.979,93.41,99.24,1,148.8
POL1016665,VEH2016665,2024-11,CA,West,Independent Agent,Renewal,Falcon,Falcon EV,Comprehensive,Other,No,0.746,140.33,147.61,0,0.0
POL1016917,VEH2016917,2024-11,CA,West,Independent Agent,Renewal,Orion,Orion Base,Comprehensive,Other,No,0.869,119.72,128.25,0,0.0
POL1017031,VEH2017031,2024-11,CA,West,Independent Agent,Renewal,Orion,Orion Base,Comprehensive,Other,No,0.931,135.89,143.15,0,0.0
POL1017068,VEH2017068,2024-11,CA,West,Direct,Renewal,Summit,Summit Ridge,Comprehensive,Other,No,0.865,160.81,170.34,0,0.0
POL1017149,VEH2017149,2024-11,CA,West,Independent Agent,Renewal,Apex,Apex City,Comprehensive,Other,No,0.781,93.4,97.35,0,0.0
POL1017353,VEH2017353,2024-11,CA,West,Direct,Renewal,Metro,Metro Plus,Comprehensive,Other,No,0.943,127.57,137.53,0,0.0
POL1017764,VEH2017764,2024-11,CA,West,Independent Agent,Renewal,Apex,Apex City,Comprehensive,Other,No,0.933,155.57,163.04,0,0.0
POL1018356,VEH2018356,2024-11,CA,West,Independent Agent,New Business,Summit,Summit Ridge,Comprehensive,Other,No,0.849,133.67,136.73,0,0.0
POL1018358,VEH2018358,2024-11,CA,West,Independent Agent,New Business,Metro,Metro Plus,Comprehensive,Other,No,0.881,139.58,149.36,0,0.0
POL1018535,VEH2018535,2024-11,CA,West,Direct,New Business,Titan,Titan Work,Comprehensive,Other,No,0.793,173.32,179.73,0,0.0
POL1018712,VEH2018712,2024-11,CA,West,Direct,Renewal,Summit,Summit Ridge,Comprehensive,Other,No,0.916,138.48,146.45,0,0.0
POL1018739,VEH2018739,2024-11,CA,West,Direct,Renewal,Metro,Metro Plus,Comprehensive,Other,No,0.889,80.89,85.28,0,0.0
POL1018783,VEH2018783,2024-11,CA,West,Independent Agent,Renewal,Apex,Apex LX,Comprehensive,Other,No,0.947,157.81,167.87,0,0.0
POL1019355,VEH2019355,2024-11,CA,West,Independent Agent,Renewal,Titan,Titan Work,Comprehensive,Other,No,0.985,146.34,157.99,0,0.0
POL1019473,VEH2019473,2024-11,CA,West,Independent Agent,Renewal,Cascade,Cascade Trail,Comprehensive,Other,No,0.724,116.67,121.87,0,0.0
POL1019564,VEH2019564,2024-11,CA,West,Direct,New Business,Falcon,Falcon EV,Comprehensive,Other,No,0.965,101.15,106.31,0,0.0
POL1020398,VEH2020398,2024-11,CA,West,Direct,New Business,Summit,Summit Max,Comprehensive,Other,No,0.753,136.67,143.61,0,0.0
POL1020490,VEH2020490,2024-11,CA,West,Partner,New Business,Apex,Apex City,Comprehensive,Other,No,0.992,155.09,162.16,0,0.0
POL1020719,VEH2020719,2024-11,CA,West,Direct,Renewal,Metro,Metro Wagon,Comprehensive,Other,No,0.724,38.54,41.1,0,0.0
POL1020767,VEH2020767,2024-11,CA,West,Independent Agent,Renewal,Summit,Summit Peak,Comprehensive,Other,No,0.701,123.9,131.58,0,0.0
POL1022021,VEH2022021,2024-11,CA,West,Partner,Renewal,Nova,Nova Glide,Comprehensive,Other,No,0.866,100.36,105.11,0,0.0
